p03um,p05um,p10um,p25um,p50um,p100um,pm10_env,pm25_env,pm100_env
111,94,0,0,0,0,0,0,0
107,91,0,0,0,0,0,0,0
104,89,0,0,0,0,0,0,0
101,88,0,0,0,0,0,0,0
98,85,0,0,0,0,0,0,0
95,82,0,0,0,0,0,0,0
94,81,0,0,0,0,0,0,0
93,79,0,0,0,0,0,0,0
94,79,0,0,0,0,0,0,0
96,80,0,0,0,0,0,0,1
99,82,0,0,0,0,0,0,1
100,82,0,0,0,0,0,0,1
101,82,0,0,0,0,0,0,1
101,81,0,0,0,0,0,0,1
102,82,0,0,0,0,0,0,1
102,82,0,0,0,0,0,0,1
101,81,0,0,0,0,0,0,1
102,82,0,0,0,0,0,0,1
102,82,0,0,0,0,0,0,1
103,83,1,0,0,0,0,0,1
103,83,2,0,0,0,0,0,1
104,83,2,0,0,0,0,0,1
105,83,2,0,0,0,0,0,1
106,84,2,0,0,0,0,0,0
105,83,2,0,0,0,0,0,0
105,83,2,0,0,0,0,0,0
104,82,2,0,0,0,0,0,0
101,79,2,0,0,0,0,0,0
98,76,2,0,0,0,0,0,0
94,72,1,0,0,0,0,0,0
91,69,0,0,0,0,0,0,0
89,68,0,0,0,0,0,0,0
87,67,0,0,0,0,0,0,0
86,66,0,0,0,0,0,0,0
85,65,0,0,0,0,0,0,0
85,65,0,0,0,0,0,0,0
85,65,0,0,0,0,0,0,0
87,67,0,0,0,0,0,0,0
89,69,0,0,0,0,0,0,0
91,71,0,0,0,0,0,0,0
94,74,0,0,0,0,0,0,0
97,77,0,0,0,0,0,0,0
100,80,0,0,0,0,0,0,0
104,84,0,0,0,0,0,0,0
108,88,0,0,0,0,0,0,0
110,90,0,0,0,0,0,0,0
113,94,0,0,0,0,0,0,1
115,97,0,0,0,0,0,0,1
121,103,1,0,0,0,0,0,1
126,108,2,0,0,0,0,0,0
129,111,3,0,0,0,0,0,0
131,113,4,0,0,0,0,0,1
133,114,4,0,0,0,0,0,2
134,114,4,0,0,0,0,0,2
136,115,4,0,0,0,0,0,2
139,117,4,0,0,0,0,0,2
141,118,4,0,0,0,0,0,2
143,118,4,0,0,0,0,0,1
142,116,3,0,0,0,0,0,1
142,114,2,0,0,0,0,0,1
143,113,1,0,0,0,0,1,2
145,113,0,0,0,0,0,1,2
146,113,0,0,0,0,0,1,2
149,114,0,0,0,0,0,1,2
152,115,0,0,0,0,0,1,2
155,116,0,0,0,0,0,1,2
158,115,0,0,0,0,0,0,2
161,115,0,0,0,0,0,0,2
163,113,0,0,0,0,0,0,2
164,111,0,0,0,0,0,0,2
164,108,0,0,0,0,0,0,1
163,104,0,0,0,0,0,0,1
163,101,0,0,0,0,0,0,1
161,98,0,0,0,0,0,0,1
160,96,0,0,0,0,0,0,0
158,93,0,0,0,0,0,0,0
156,91,0,0,0,0,0,0,0
154,89,0,0,0,0,0,1,1
151,88,0,0,0,0,0,1,1
149,87,0,0,0,0,0,1,1
147,86,0,0,0,0,0,1,1
146,86,0,0,0,0,0,1,1
146,87,0,0,0,0,0,1,1
145,86,0,0,0,0,0,1,1
143,83,0,0,0,0,0,1,1
141,80,0,0,0,0,0,1,1
138,77,0,0,0,0,0,0,0
134,73,0,0,0,0,0,0,0
130,69,0,0,0,0,0,0,0
125,66,0,0,0,0,0,0,0
123,66,0,0,0,0,0,0,0
119,65,0,0,0,0,0,0,0
115,64,0,0,0,0,0,1,1
111,64,0,0,0,0,0,1,1
107,65,0,0,0,0,0,1,1
103,66,0,0,0,0,0,0,0
100,67,0,0,0,0,0,0,0
97,68,0,0,0,0,0,0,0
95,69,0,0,0,0,0,0,0
97,73,0,0,0,0,0,0,0
97,74,0,0,0,0,0,0,0
99,75,0,0,0,0,0,0,0
99,75,0,0,0,0,0,0,0
100,75,0,0,0,0,0,0,0
101,75,0,0,0,0,0,0,0
103,76,0,0,0,0,0,0,0
105,77,0,0,0,0,0,0,0
108,79,0,0,0,0,0,0,0
112,83,0,0,0,0,0,0,0
112,83,0,0,0,0,0,0,0
111,83,0,0,0,0,0,0,0
109,84,0,0,0,0,0,0,0
109,85,0,0,0,0,0,0,0
109,86,0,0,0,0,0,0,0
110,88,0,0,0,0,0,0,0
111,90,0,0,0,0,0,0,1
112,92,0,0,0,0,0,0,1
113,94,0,0,0,0,0,0,1
113,94,0,0,0,0,0,0,1
113,94,0,0,0,0,0,0,1
114,95,0,0,0,0,0,0,0
115,95,0,0,0,0,0,0,0
116,96,0,0,0,0,0,0,0
117,97,0,0,0,0,0,0,0
116,97,0,0,0,0,0,0,0
115,97,0,0,0,0,0,0,0
115,98,1,0,0,0,0,0,1
118,101,2,0,0,0,0,0,1
121,104,3,0,0,0,0,0,1
124,107,4,0,0,0,0,0,0
127,110,5,0,0,0,0,0,0
129,112,5,0,0,0,0,0,0
129,112,5,0,0,0,0,0,0
128,111,5,0,0,0,0,0,0
129,111,5,0,0,0,0,0,0
129,110,5,0,0,0,0,0,1
129,109,4,0,0,0,0,0,1
126,106,3,0,0,0,0,0,0
122,102,2,0,0,0,0,0,0
119,99,1,0,0,0,0,0,0
117,97,0,0,0,0,0,0,0
115,95,0,0,0,0,0,0,0
113,93,0,0,0,0,0,0,0
113,92,0,0,0,0,0,0,0
111,89,0,0,0,0,0,0,0
109,86,0,0,0,0,0,0,0
106,83,0,0,0,0,0,0,0
102,79,0,0,0,0,0,0,0
99,76,0,0,0,0,0,0,0
97,73,0,0,0,0,0,0,0
95,69,0,0,0,0,0,0,0
93,65,0,0,0,0,0,0,0
